id,name,state_id
2061,Teotitlán de Flores Magón,20
2062,Teotitlán del Valle,20
2063,Teotlalco,21
2064,Teotongo,20
2065,Tepache,26
2066,Tepakán,31
2067,Tepalcatepec,16
2068,Tepalcingo,17
2069,Tepanco de López,21
2070,Tepango de Rodróguez,21
2071,Tepatitlán de Morelos,14
2072,Tepatlaxco,30
2073,Tepatlaxco de Hidalgo,21
2074,Tepeaca,21
2075,Tepeapulco,13
2076,Tepechitlán,32
2077,Tepecoacuilco de Trujano,12
2078,Tepehuacán de Guerrero,13
2079,Tepehuanes,10
2080,Tepeji del Río de Ocampo,13
2081,Tepelmeme Villa de Morelos,20
2082,Tepemaxalco,21
2083,Tepeojuma,21
2084,Tepetitla de Lardizábal,29
2085,Tepetitlán,13
2086,Tepetlán,30
2087,Tepetlaoxtoc,15
2088,Tepetlixpa,15
2089,Tepetongo,32
2090,Tepetzintla,21
2091,Tepetzintla,30
2092,Tepexco,21
2093,Tepexi de Rodróguez,21
2094,Tepeyahualco,21
2095,Tepeyahualco de Cuauhtémoc,21
2096,Tepeyanco,29
2097,Tepezala,1
2098,Tepic,18
2099,Tepotzotlán,15
2100,Tepoztlán,17
2101,Tequila,30
2102,Tequila,14
2103,Tequisquiapan,22
2104,Tequixquiac,15
2105,Terrenate,29
2106,Tetecala,17
2107,Tetela de Ocampo,21
2108,Tetela del Volcán,17
2109,Teteles de Avila Castillo,21
2110,Tetepango,13
2111,Tetipac,12
2112,Tetiz,31
2113,Tetla de La Solidaridad,29
2114,Tetlatlahuca,29
2115,Teuchitlán,14
2116,Texcaltitlán,15
2117,Texcalyacac,15
2118,Texcatepec,30
2119,Texcoco,15
2120,Texhuacán,30
2121,Texistepec,30
2122,Teya,31
2123,Teziutlán,21
2124,Tezoatlán de Segura y Luna,20
2125,Tezonapa,30
2126,Tezontepec de Aldama,13
2127,Tezoyuca,15
2128,Tianguismanalco,21
2129,Tianguistenco,15
2130,Tianguistengo,13
2131,Ticul,31
2132,Tierra Blanca,30
2133,Tierra Blanca,11
2134,Tierra Nueva,24
2135,Tihuatlán,30
2136,Tijuana,2
2137,Tila,7
2138,Tilapa,21
2139,Timilpan,15
2140,Timucuy,31
2141,Tingóindón,16
2142,Tingambato,16
2143,Tinum,31
2144,Tiquicheo de Nicolás Romero,16
2145,Tixcacalcupul,31
2146,Tixkokob,31
2147,Tixmehuac,31
2148,Tixpéhual,31
2149,Tixtla de Guerrero,12
2150,Tizapán el Alto,14
2151,Tizayuca,13
2152,Tizimón,31
2153,Tláhuac,9
2154,Tlachichilco,30
2155,Tlachichuca,21
2156,Tlacoachistlahuaca,12
2157,Tlacoapa,12
2158,Tlacojalpan,30
2159,Tlacolula de Matamoros,20
2160,Tlacolulan,30
2161,Tlacotalpan,30
2162,Tlacotepec de Benito Juárez,21
2163,Tlacotepec de Mejóa,30
2164,Tlacotepec Plumas,20
2165,Tlacuilotepec,21
2166,Tlahualilo,10
2167,Tlahuapan,21
2168,Tlahuelilpan,13
2169,Tlahuiltepa,13
2170,Tlajomulco de Zúñiga,14
2171,Tlalchapa,12
2172,Tlalixcoyan,30
2173,Tlalixtac de Cabrera,20
2174,Tlalixtaquilla de Maldonado,12
2175,Tlalmanalco,15
2176,Tlalnelhuayocan,30
2177,Tlalnepantla,17
2178,Tlalnepantla de Baz,15
2179,Tlalpan,9
2180,Tlalpujahua,16
2181,Tlaltenango,21
2182,Tlaltenango de Sánchez Román,32
2183,Tlaltetela,30
2184,Tlaltizapán,17
2185,Tlanalapa,13
2186,Tlanchinol,13
2187,Tlanepantla,21
2188,Tlaola,21
2189,Tlapa de Comonfort,12
2190,Tlapacoya,21
2191,Tlapacoyan,30
2192,Tlapanalá,21
2193,Tlapehuala,12
2194,Tlaquepaque,14
2195,Tlaquilpa,30
2196,Tlaquiltenango,17
2197,Tlatlauquitepec,21
2198,Tlatlaya,15
2199,Tlaxcala,29
2200,Tlaxco,21
2201,Tlaxco,29
2202,Tlaxcoapan,13
2203,Tlayacapan,17
2204,Tlazazalca,16
2205,Tlilapan,30
2206,Tocatlán,29
2207,Tochimilco,21
2208,Tochtepec,21
2209,Tocumbo,16
2210,Tolcayuca,13
2211,Tolimán,22
2212,Tolimán,14
2213,Toluca,15
2214,Tomatlán,30
2215,Tomatlán,14
2216,Tonalá,7
2217,Tonalá,14
2218,Tonanitla,15
2219,Tonatico,15
2220,Tonaya,14
2221,Tonayán,30
2222,Tonila,14
2223,Topia,10
2224,Torreón,5
2225,Totatiche,14
2226,Totolac,29
2227,Totolapa,7
2228,Totolapan,17
2229,Totoltepec de Guerrero,21
2230,Totontepec Villa de Morelos,20
2231,Tototlán,14
2232,Totutla,30
2233,Trancoso,32
2234,Tres Valles,30
2235,Trincheras,26
2236,Trinidad Garcóa de la Cadena,32
2237,Trinidad Zaachila,20
2238,Tubutama,26
2239,Tula,28
2240,Tula de Allende,13
2241,Tulancingo de Bravo,13
2242,Tulcingo,21
2243,Tultepec,15
2244,Tultitlán,15
2245,Tumbalá,7
2246,Tumbiscatóo,16
2247,Tunkás,31
2248,Turicato,16
2249,Tuxcacuesco,14
2250,Tuxcueca,14
2251,Tuxpan,14
2252,Tuxpan,16
2253,Tuxpan,18
2254,Tuxtilla,30
2255,Tuxtla Chico,7
2256,Tuxtla Gutiérrez,7
2257,Tuzamapan de Galeana,21
2258,Tuzantán,7
2259,Tuzantla,16
2260,Tzicatlacoyan,21
2261,Tzimol,7
2262,Tzintzuntzan,16
2263,Tzitzio,16
2264,Tzompantepec,29
2265,Tzucacab,31
2266,Uayma,31
2267,Ucú,31
2268,Umán,31
2269,Unión de San Antonio,14
2270,Unión de Tula,14
2271,Unión Hidalgo,20
2272,Unión Juárez,7
2273,Ures,26
2274,Uriangato,11
2275,Urique,8
2276,Ursulo Galván,30
2277,Uruachi,8
2278,Uruapan,16
2279,Uxpanapa,30
2280,Valerio Trujano,20
2281,Valladolid,31
2282,Valle de Bravo,15
2283,Valle de Chalco Solidaridad,15
2284,Valle de Guadalupe,14
2285,Valle de Juárez,14
2286,Valle de Santiago,11
2287,Valle de Zaragoza,8
2288,Valle Hermoso,28
2289,Vallecillo,19
2290,Valparaóso,32
2291,Vanegas,24
2292,Vega de Alatorre,30
2293,Venado,24
2294,Venustiano Carranza,21
2295,Venustiano Carranza,7
2296,Venustiano Carranza,9
2297,Venustiano Carranza,16
2298,Veracruz,30
2299,Vetagrande,32
2300,Vicente Guerrero,21
2301,Vicente Guerrero,10
2302,Victoria,28
2303,Victoria,11
2304,Viesca,5
2305,Villa Aldama,30
2306,Villa Comaltitlán,7
2307,Villa Corona,14
2308,Villa Corzo,7
2309,Villa Dóaz Ordaz,20
2310,Villa de Allende,15
2311,Villa de Alvarez,6
2312,Villa de Arista,24
2313,Villa de Arriaga,24
2314,Villa de Cos,32
2315,Villa de Etla,20
2316,Villa de Guadalupe,24
2317,Villa de La Paz,24
2318,Villa de Ramos,24
2319,Villa de Reyes,24
2320,Villa de Tamazulápam del Progreso,20
2321,Villa de Tezontepec,13
2322,Villa de Tututepec de Melchor Ocampo,20
2323,Villa de Zaachila,20
2324,Villa del Carbón,15
2325,Villa Garcóa,32
2326,Villa González Ortega,32
2327,Villa Guerrero,14
2328,Villa Guerrero,15
2329,Villa Hidalgo,20
2330,Villa Hidalgo,24
2331,Villa Hidalgo,26
2332,Villa Hidalgo,32
2333,Villa Hidalgo,14
2334,Villa Juárez,24
2335,Villa Pesqueira,26
2336,Villa Purificación,14
2337,Villa Sola de Vega,20
2338,Villa Talea de Castro,20
2339,Villa Tejúpam de la Unión,20
2340,Villa Unión,5
2341,Villa Victoria,15
2342,Villaflores,7
2343,Villagrán,28
2344,Villagrán,11
2345,Villaldama,19
2346,Villamar,16
2347,Villanueva,32
2348,Vista Hermosa,16
2349,Xalapa,30
2350,Xalatlaco,15
2351,Xalisco,18
2352,Xaloztoc,29
2353,Xalpatláhuac,12
2354,Xaltocan,29
2355,Xayacatlán de Bravo,21
2356,Xichú,11
2357,Xico,30
2358,Xicohtzinco,29
2359,Xicoténcatl,28
2360,Xicotepec,21
2361,Xicotlán,21
2362,Xilitla,24
2363,Xiutetelco,21
2364,Xocchel,31
2365,Xochiapulco,21
2366,Xochiatipan,13
2367,Xochicoatlán,13
2368,Xochihuehuetlán,12
2369,Xochiltepec,21
2370,Xochimilco,9
2371,Xochistlahuaca,12
2372,Xochitepec,17
2373,Xochitlán de Vicente Suárez,21
2374,Xochitlán Todos Santos,21
2375,Xonacatlán,15
2376,Xoxocotla,30
2377,Yécora,26
2378,Yahualica,13
2379,Yahualica de González Gallo,14
2380,Yajalón,7
2381,Yanga,30
2382,Yaonáhuac,21
2383,Yauhquemecan,29
2384,Yautepec,17
2385,Yaxcabá,31
2386,Yaxe,20
2387,Yaxkukul,31
2388,Yecapixtla,17
2389,Yecuatla,30
2390,Yehualtepec,21
2391,Yobaón,31
2392,Yogana,20
2393,Yurécuaro,16
2394,Yuriria,11
2395,Yutanduchi de Guerrero,20
2396,Zacapala,21
2397,Zacapoaxtla,21
2398,Zacapu,16
2399,Zacatecas,32
2400,Zacatelco,29
2401,Zacatepec de Hidalgo,17
2402,Zacatlán,21
2403,Zacazonapan,15
2404,Zacoalco de Torres,14
2405,Zacualpan,30
2406,Zacualpan,15
2407,Zacualpan de Amilpas,17
2408,Zacualtipán de ángeles,13
2409,Zamora,16
2410,Zapopan,14
2411,Zapotiltic,14
2412,Zapotitlán,21
2413,Zapotitlán de Méndez,21
2414,Zapotitlán de Vadillo,14
2415,Zapotitlán del Río,20
2416,Zapotitlán Lagunas,20
2417,Zapotitlán Palmas,20
2418,Zapotitlán Tablas,12
2419,Zapotlán de Juárez,13
2420,Zapotlán del Rey,14
2421,Zapotlán el Grande,14
2422,Zapotlanejo,14
2423,Zaragoza,21
2424,Zaragoza,24
2425,Zaragoza,30
2426,Zaragoza,5
2427,Zautla,21
2428,Zempoala,13
2429,Zentla,30
2430,Zihuateutla,21
2431,Zimapán,13
2432,Zimatlán de Alvarez,20
2433,Zináparo,16
2434,Zinacantán,7
2435,Zinacantepec,15
2436,Zinacatepec,21
2437,Zinapécuaro,16
2438,Zirándaro,12
2439,Ziracuaretiro,16
2440,Zitácuaro,16
2441,Zitlala,12
2442,Zitlaltepec de Trinidad Sánchez Santos,29
2443,Zongolica,30
2444,Zongozotla,21
2445,Zontecomatlán de López y Fuentes,30
2446,Zoquiapan,21
2447,Zoquitlán,21
2448,Zozocolco de Hidalgo,30
2449,Zumpahuacán,15
2450,Zumpango,15
